Index,API명,제공기관,수정일자,키워드,상세URL,Category,Region
4098,XML JSON 국방부_육군 출장 내역 조회,국방부,2025-07-10,"육군,출장내역,조회,출장내역서,출장조회",https://www.data.go.kr/data/15106271/openapi.do,기타,전국/기타
4099,XML 통계청_KOSIS 지표명별 설명자료 조회 서비스,통계청,2025-07-10,"국가통계,KOSIS,통계지표,통계설명자료,지표산정방법",https://www.data.go.kr/data/15127765/openapi.do,공공/법률,전국/기타
4100,XML 법제처_행정규칙 목록 조회,법제처,2025-07-10,"국가법령정보훈령고시,규칙목록,시행일자,행정분야,소관부처,규칙코드,제목검색,문서형식",https://www.data.go.kr/data/15057542/openapi.do,공공/법률,전국/기타
4101,XML 법제처_모바일(법령용어) 정보,법제처,2025-07-10,"앱법률용어사전,법률용어,정의정보,용례제공,변경이력,다국어표현,검색파라미터,응답포맷",https://www.data.go.kr/data/15032073/openapi.do,공공/법률,전국/기타
4102,"XML 법제처_모바일 자치법규 별표,서식 목록 조회",법제처,2025-07-10,"앱법령행정규칙,자치법규,부속서식,별표정보,서식구조,개정일자,문서포맷,코드식별자",https://www.data.go.kr/data/15058147/openapi.do,안전/재난,전국/기타
4103,"XML 법제처_모바일 행정규칙 별표,서식 목록 조회",법제처,2025-07-10,"앱법령행정규칙,별표목록,서식정보,부속서식,개정일자,항목구조,문서형식,행정규칙코드",https://www.data.go.kr/data/15057026/openapi.do,안전/재난,전국/기타
4104,XML JSON 국방부_육군 장병가족 확인,국방부,2025-07-10,"육군,장병가족,확인,밀리패스,가족확인",https://www.data.go.kr/data/15106267/openapi.do,기타,전국/기타
4105,XML 법제처_모바일 조약 본문 조회,법제처,2025-07-10,"앱treaty체결,전문내용,전문조약,조문단위,본문검색,법률해석,번역정보,조약발효",https://www.data.go.kr/data/15057801/openapi.do,공공/법률,전국/기타
4106,XML 법제처_모바일 조약 목록 조회,법제처,2025-07-10,"앱treaty체결,조약목록,조약정보,발효일자,서명일자,조약번호,관보게재일,모바일API",https://www.data.go.kr/data/15057038/openapi.do,기타,전국/기타
4107,XML JSON 국토교통부_시장정비구역,국토교통부,2025-07-10,"용도지역,용도지구,용도구역",https://www.data.go.kr/data/15057768/openapi.do,교통/물류,전국/기타
4108,XML 법제처_모바일 행정심판례 본문 조회,법제처,2025-07-10,"앱행심권익위원회,판정근거,행정처분,심판내용,결정요지,사건개요,법적판단,판례정보",https://www.data.go.kr/data/15058583/openapi.do,공공/법률,전국/기타
4109,XML 법제처_모바일 행정심판례 목록 조회,법제처,2025-07-10,"앱행심권익위원회,법제지원,판례검색,판례분석,행정심판,사례조회,모바일접속,심판례",https://www.data.go.kr/data/15058172/openapi.do,공공/법률,전국/기타
4110,XML JSON 국토교통부_심토토성,국토교통부,2025-07-09,"토양,환경,공간정보",https://www.data.go.kr/data/15057535/openapi.do,교통/물류,전국/기타
4111,XML JSON 국토교통부_아동복지시설,국토교통부,2025-07-09,"보호시설,복지,공간정보",https://www.data.go.kr/data/15058758/openapi.do,교통/물류,전국/기타
4112,XML JSON 국토교통부_아동안전지킴이집,국토교통부,2025-07-09,"보호시설,복지,공간정보",https://www.data.go.kr/data/15057866/openapi.do,교통/물류,전국/기타
4113,XML JSON 국토교통부_야생동식물보호,국토교통부,2025-07-09,"용도지역,용도지구,용도구역,야생동식물보호",https://www.data.go.kr/data/15058394/openapi.do,교통/물류,전국/기타
4114,XML JSON 국토교통부_연속지적도형정보(WMS/WFS),국토교통부,2025-07-09,"지적,토지,측량",https://www.data.go.kr/data/15123899/openapi.do,부동산/주거,전국/기타
4115,XML JSON 국토교통부_영농여건불리농지도,국토교통부,2025-07-09,"농지정보,농지,지도",https://www.data.go.kr/data/15057713/openapi.do,교통/물류,전국/기타
4116,XML JSON 국토교통부_온천지구,국토교통부,2025-07-09,"용도지역,용도지구,용도구역,온천",https://www.data.go.kr/data/15058798/openapi.do,교통/물류,전국/기타
4117,XML JSON 국토교통부_용도지역지구정보(WMS/WFS),국토교통부,2025-07-09,"용도지역,용도지구,토지이용",https://www.data.go.kr/data/15123895/openapi.do,부동산/주거,전국/기타
4118,XML 국토교통부_웹지엘 3D 지도 API,국토교통부,2025-07-09,"공간정보,지도,3차원,WebGL,Cesium",https://www.data.go.kr/data/3073144/openapi.do,교통/물류,전국/기타
4119,XML JSON 국토교통부_유통단지,국토교통부,2025-07-09,"용도지역,용도지구,용도구역",https://www.data.go.kr/data/15058055/openapi.do,교통/물류,전국/기타
4120,XML JSON 국토교통부_유효토심,국토교통부,2025-07-09,"토양,환경,공간정보",https://www.data.go.kr/data/15058101/openapi.do,교통/물류,전국/기타
4121,XML JSON 국토교통부_읍면동,국토교통부,2025-07-09,"행정구역,법정동구역,행정구역도",https://www.data.go.kr/data/15058202/openapi.do,교통/물류,전국/기타
4122,XML JSON 국토교통부_일반산업단지,국토교통부,2025-07-09,"연안,지도,공간정보",https://www.data.go.kr/data/15057513/openapi.do,교통/물류,전국/기타
4123,XML 국토교통부_임업및산촌진흥권역(WMS/WFS),국토교통부,2025-07-09,"산지정보,산지,지도",https://www.data.go.kr/data/15058699/openapi.do,교통/물류,전국/기타
4124,XML JSON 국토교통부_자갈함량,국토교통부,2025-07-09,"토양,환경,공간정보",https://www.data.go.kr/data/15059454/openapi.do,교통/물류,전국/기타
4125,XML JSON 국토교통부_자연환경보전지역,국토교통부,2025-07-09,"용도지역,용도지구,용도구역",https://www.data.go.kr/data/15057731/openapi.do,교통/물류,전국/기타
4126,XML JSON 국토교통부_작은도서관,국토교통부,2025-07-09,"도서관,지도,공간정보",https://www.data.go.kr/data/15101084/openapi.do,교통/물류,전국/기타
4127,XML JSON 국토교통부_자유무역지역지정및운영,국토교통부,2025-07-09,"용도지역,용도지구,용도구역",https://www.data.go.kr/data/15058722/openapi.do,교통/물류,전국/기타
4128,XML JSON 국토교통부_재해위험지구(WMS/WFS),국토교통부,2025-07-09,"재해,침수지역,위험지역",https://www.data.go.kr/data/15057419/openapi.do,교통/물류,전국/기타
4129,XML 국토교통부_전국자전거보관소(WMS/WFS),국토교통부,2025-07-09,"등산,레저,자전거",https://www.data.go.kr/data/15059118/openapi.do,교통/물류,전국/기타
4130,XML JSON 국토교통부_전기전도도,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15059339/openapi.do,교통/물류,전국/기타
4131,XML 국토교통부_전통사찰보존(WMS/WFS),국토교통부,2025-07-09,"공간정보,문화재,지도",https://www.data.go.kr/data/15057019/openapi.do,교통/물류,전국/기타
4132,XML JSON 국토교통부_전통시장현황,국토교통부,2025-07-09,"전통시장,재래시장,시장",https://www.data.go.kr/data/15122590/openapi.do,교통/물류,전국/기타
4133,XML 국토교통부_주거환경개선지구도(WMS/WFS),국토교통부,2025-07-09,"용도지역,용도지구,용도구역",https://www.data.go.kr/data/15059525/openapi.do,부동산/주거,전국/기타
4134,XML JSON 국토교통부_주요상권,국토교통부,2025-07-09,"주요상권,상업지구도,소상공인",https://www.data.go.kr/data/15028102/openapi.do,교통/물류,전국/기타
4135,XML JSON 국토교통부_중권역,국토교통부,2025-07-09,"공간정보,수자원,지도",https://www.data.go.kr/data/15058068/openapi.do,교통/물류,전국/기타
4136,XML JSON 국토교통부_지구단위계획,국토교통부,2025-07-09,"국토계획법,도시,고시",https://www.data.go.kr/data/15057580/openapi.do,교통/물류,전국/기타
4137,XML JSON 국토교통부_사업용자동차 사고다발지점 조회 서비스,국토교통부,2025-07-09,"사업용자동차교통사고,사업용자동차사고다발지점,사업용자동차사고정보,지자체별,연도별",https://www.data.go.kr/data/15124956/openapi.do,교통/물류,전국/기타
4138,XML JSON 국토교통부_지적도근점정보(WMS/WFS),국토교통부,2025-07-09,"지적,토지,측량",https://www.data.go.kr/data/15123894/openapi.do,부동산/주거,전국/기타
4139,XML JSON 국토교통부_지적삼각보조점정보(WMS/WFS),국토교통부,2025-07-09,"지적,토지,측량",https://www.data.go.kr/data/15123893/openapi.do,부동산/주거,전국/기타
4140,XML JSON 국토교통부_지적삼각점정보(WMS/WFS),국토교통부,2025-07-09,"지적,토지,측량",https://www.data.go.kr/data/15123890/openapi.do,부동산/주거,전국/기타
4141,XML JSON 국토교통부_지질구조밀도,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15056932/openapi.do,교통/물류,전국/기타
4142,XML JSON 국토교통부_사고다발지점 조회 서비스,국토교통부,2025-07-09,"교통사고다발지점,심각도별사고정보,교통사고다발지점사고정보,중상이상사고,연도별",https://www.data.go.kr/data/15124952/openapi.do,교통/물류,전국/기타
4143,XML JSON 국토교통부_지질구조선,국토교통부,2025-07-09,"기반암석,암체,지각운동",https://www.data.go.kr/data/15058645/openapi.do,교통/물류,전국/기타
4144,XML JSON 국토교통부_지하수등수심선,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15056690/openapi.do,교통/물류,전국/기타
4145,XML JSON 국토교통부_지하수등수위선,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15058248/openapi.do,교통/물류,전국/기타
4146,XML JSON 국토교통부_지하수유동방향,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15057583/openapi.do,교통/물류,전국/기타
4147,XML 국토교통부_지하수측정망(오염우려지역) WMS/WFS,국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15056679/openapi.do,교통/물류,전국/기타
4148,XML JSON 국토교통부_지하수정보도(WMS/WFS),국토교통부,2025-07-09,"공간정보,지하수,지도",https://www.data.go.kr/data/15058014/openapi.do,교통/물류,전국/기타
4149,XML JSON 국토교통부_사고누적지점 조회 서비스,국토교통부,2025-07-09,"교통사고,결과보고서,원인조사,지자체별,연도별",https://www.data.go.kr/data/15124951/openapi.do,교통/물류,전국/기타
4150,XML 통계청_KOSIS 지표고유번호별 설명자료 조회 서비스,통계청,2025-07-09,"국가통계,KOSIS,통계지표,통계설명,메타데이터",https://www.data.go.kr/data/15127885/openapi.do,공공/법률,전국/기타
4151,XML JSON 국토교통부_사고누적구간 조회 서비스,국토교통부,2025-07-09,"원인조사,사고지점,도시지역,사망사고,중상사고",https://www.data.go.kr/data/15124856/openapi.do,교통/물류,전국/기타
4152,XML JSON 국토교통부_도로별 사고누적구간 조회 서비스,국토교통부,2025-07-09,"도로별사고정보,도로별사고누적구간,사고누적구간,사고다발지점,교통사고정보",https://www.data.go.kr/data/15124958/openapi.do,교통/물류,전국/기타
4153,XML JSON 여성가족부_여성새로일하기센터 정보 서비스,여성가족부,2025-07-09,"여성새로일하기,일하기센터,여성일하기,새일,취업",https://www.data.go.kr/data/15078160/openapi.do,교육/복지,전국/기타
4154,XML JSON 국토교통부_대형/중대사고다발지점 조회 서비스,국토교통부,2025-07-09,"대형사고,중대사고,사고다발지점,사고지점조회,사망사고",https://www.data.go.kr/data/15124955/openapi.do,교통/물류,전국/기타
4155,JSON 전라남도 순천시_교통정보 조회서비스,전라남도 순천시,2025-07-09,"순천시,ITS,교통정보,주차장정보,스마트교차로,전라남도,도로소통정보,교통정보센터",https://www.data.go.kr/data/15106693/openapi.do,교통/물류,전국/기타
4156,XML 법제처_모바일 법령해석례 본문 조회,법제처,2025-07-09,"앱법령해석사례해석사례,사례 본문,법적 판단,조문 적용,해석 기준,행정법 사례,법률 정보,법적 안정성",https://www.data.go.kr/data/15059439/openapi.do,공공/법률,전국/기타
4157,XML JSON 국토교통부_기상상태별 사고누적지점 조회 서비스,국토교통부,2025-07-09,"기상상태별사고정보,기상상태별사고누적지점,사고누적지점,날씨별사고,사고지점",https://www.data.go.kr/data/15124959/openapi.do,교통/물류,전국/기타
4158,XML 법제처_모바일 법령해석례 목록 조회,법제처,2025-07-09,"앱법령해석사례해석사례,법령 적용,해석사례,법적 판단,규정 이해,사례별 안내,법제정보,행정법",https://www.data.go.kr/data/15056811/openapi.do,공공/법률,전국/기타
4159,XML 법제처_모바일 헌재결정례 본문 조회,법제처,2025-07-09,"앱헌법재판소위헌,헌법재판,결정문,위헌심사,판결요지,심판사건,결정문,법리해석",https://www.data.go.kr/data/15058355/openapi.do,기타,전국/기타
4160,XML 법제처_모바일 헌재결정례 목록 조회,법제처,2025-07-09,"헌법재판소,결정문,사건번호,선고일자,심판유형,결정요지,재판부,판례",https://www.data.go.kr/data/15059368/openapi.do,기타,전국/기타
4161,XML JSON 국토교통부_교통약자사고다발지점 조회 서비스,국토교통부,2025-07-09,"교통약자,사고다발지점,교통약자사고정보,보행자사고,고령자사고",https://www.data.go.kr/data/15124953/openapi.do,교통/물류,전국/기타
4162,XML 법제처_모바일 판례 본문 조회,법제처,2025-07-09,"사건명,재판요지,판시사항,사실관계,판결이유,법적논거,참조조문,참조판례",https://www.data.go.kr/data/15058523/openapi.do,기타,전국/기타
4163,XML 법제처_모바일 판례 목록 조회,법제처,2025-07-09,"앱판결재판,사건번호,선고일자,법원종류,사건종류,판시사항,판결요지,판례정보",https://www.data.go.kr/data/15059404/openapi.do,기타,전국/기타
4164,XML 법제처_모바일 자치법규 본문 조회,법제처,2025-07-09,"조례,규칙,지방정부,조문내용,항목구분,연결조문,시행정보,식별번호",https://www.data.go.kr/data/15057909/openapi.do,공공/법률,전국/기타
4165,XML 법제처_모바일 자치법규 목록 조회,법제처,2025-07-09,"앱조례규칙,문서번호,소관부서,시행일자,공포일자,조례,규칙,입법구분",https://www.data.go.kr/data/15058027/openapi.do,공공/법률,전국/기타
4166,XML 법제처_모바일 행정규칙 본문 조회,법제처,2025-07-09,"앱훈령예규,연결정보,식별번호,시행일자,세부항목,조문제목,항목구분,조문내용",https://www.data.go.kr/data/15057908/openapi.do,공공/법률,전국/기타
4167,XML 법제처_모바일 행정규칙 목록 조회,법제처,2025-07-09,"앱훈령예규,문서번호,행정규칙유형,시행상태,공포일자,소관부처,고시,훈령",https://www.data.go.kr/data/15059386/openapi.do,공공/법률,전국/기타
4168,XML 법제처_모바일 법령 본문 조회,법제처,2025-07-09,"앱법률시행령,조문번호,조문내용,항목구분,조문제목,연결조문,시행일자,상세정보",https://www.data.go.kr/data/15056560/openapi.do,공공/법률,전국/기타
4169,XML 법제처_모바일 법령 목록 조회,법제처,2025-07-09,"앱법률시행령,법령구분,소관부처,시행일자,공포일자,공포번호,법령명,연번",https://www.data.go.kr/data/15059542/openapi.do,공공/법률,전국/기타
4170,XML 법제처_자치법규(연계) 정보,법제처,2025-07-09,"조례규칙지방자치단체,연계일자,연계유형,입법현황,조문매핑,법령연계,지자체,데이터포맷",https://www.data.go.kr/data/15031994/openapi.do,공공/법률,전국/기타
4171,"XML 법제처_모바일 법령 별표,서식 목록 조회",법제처,2025-07-09,"앱법령행정규칙,게시일자,첨부파일형식,법령번호,제목,별표,서식,파일URL",https://www.data.go.kr/data/15059309/openapi.do,공공/법률,전국/기타
4172,XML JSON 국방부_육군 장병 휴가 내역 조회,국방부,2025-07-09,"육군,장병,휴가,휴가내역,장병휴가",https://www.data.go.kr/data/15106273/openapi.do,기타,전국/기타
4173,XML JSON 여성가족부_직업교육훈련 안내 정보 서비스,여성가족부,2025-07-09,"직업교육훈련,안내정보,교육센터,경력단절여성,새일센터",https://www.data.go.kr/data/15078161/openapi.do,교육/복지,전국/기타
4174,XML 법제처_맞춤형 법령 목록 조회,법제처,2025-07-09,"국가법령정보센터법률시행령,개정이력,법령구분,입법예고,시행일자,공포일자,법령명,법령번호",https://www.data.go.kr/data/15056883/openapi.do,공공/법률,전국/기타
4175,TEXT 서울특별시_서울시 공공서비스예약 정보,서울특별시,2025-07-09,"공공서비스,예약,문화행사,체육시설,진료",https://www.data.go.kr/data/15134352/openapi.do,문화/관광,서울
4176,XML 법제처_맞춤형 자치법규 조문 목록 조회,법제처,2025-07-09,"국가법령정보센터조례규칙,조문번호,조문제목,조문내용,시행일자,개정일자,지자체기관,자치법규종류",https://www.data.go.kr/data/15057819/openapi.do,공공/법률,전국/기타
4177,XML 서울특별시_공공자전거 대여 이력,서울특별시,2025-07-09,"자전거,따릉이,공공자전거,대여,이력",https://www.data.go.kr/data/15077786/openapi.do,교통/물류,서울
4178,XML 서울특별시_공공서비스예약 정보,서울특별시,2025-07-09,"공공서비스,예약,문화,진료,체육시설",https://www.data.go.kr/data/15125787/openapi.do,문화/관광,서울
4179,XML 서울특별시_용산구 공공서비스예약 정보,서울특별시,2025-07-09,"용산구,공공서비스,예약,문화행사,시설대관",https://www.data.go.kr/data/15125786/openapi.do,문화/관광,서울
4180,XML 법제처_맞춤형 법령 조문 목록 조회,법제처,2025-07-09,"국가법령정보센터법률시행령,개정이력,시행일자,조문내용,조문제목,조문번호,법령명,분류코드",https://www.data.go.kr/data/15057150/openapi.do,공공/법률,전국/기타
4181,XML 법제처_맞춤형 자치법규 목록 조회,법제처,2025-07-09,"국가법령정보센터조례규칙,연계정보,분야코드,시행일자,지자체기관,공포일자,제개정,조례규칙",https://www.data.go.kr/data/15056712/openapi.do,공공/법률,전국/기타
4182,JSON 경상북도 상주시_계약 정보,경상북도 상주시,2025-07-09,"계약,사업,행정,경상북도,상주시,계약,감리",https://www.data.go.kr/data/15124615/openapi.do,공공/법률,전국/기타
4183,JSON 경상북도 상주시_일반 건축물 시가 표준액,경상북도 상주시,2025-07-09,"시가표준액,건축물,토지,일반,시가,자치단체코드,연면적",https://www.data.go.kr/data/15124614/openapi.do,부동산/주거,전국/기타
4184,JSON 경상북도 상주시_담배 소매인,경상북도 상주시,2025-07-09,"담배,담배소매인,담배판매업소,경상북도,상주시,소매인",https://www.data.go.kr/data/15124610/openapi.do,기타,전국/기타
4185,XML 법제처_맞춤형 행정규칙 목록 조회,법제처,2025-07-09,"국가법령정보센터훈령예규,연계조회,소관부처,발령일자,분류코드,고시,훈령,예규",https://www.data.go.kr/data/15058012/openapi.do,공공/법률,전국/기타
4186,JSON 경상북도 상주시_가축 사육업,경상북도 상주시,2025-07-09,"가축,사육업,농림축산,경상북도,상주시,사업장",https://www.data.go.kr/data/15124613/openapi.do,산업/고용,전국/기타
4187,JSON 경상북도 상주시_경로당 현황,경상북도 상주시,2025-07-09,"경로당,노인,시설,경상북도,상주시,노인복지,복지,소재지",https://www.data.go.kr/data/15124611/openapi.do,교육/복지,전국/기타
4188,JSON 경상북도 상주시_일반 음식점,경상북도 상주시,2025-07-09,"음식점,일반음식점,관광,경상북도,상주시,음식,업종",https://www.data.go.kr/data/15124609/openapi.do,문화/관광,전국/기타
4189,JSON 경상북도 상주시_청소년수련관 홈페이지 공지사항,경상북도 상주시,2025-07-09,"청소년수련관,홈페이지,공지,경상북도,상주시,청소년,수련관",https://www.data.go.kr/data/15124595/openapi.do,금융/경제,전국/기타
4190,XML 한국산업은행_산금채상품 정보,한국산업은행,2025-07-09,"한국산업은행,금융상품,산금채,산업금융채권,채권",https://www.data.go.kr/data/15060635/openapi.do,금융/경제,전국/기타
4191,XML 한국산업은행_기금대출 정보,한국산업은행,2025-07-09,"한국산업은행,금융상품,기금대출,관광진흥기금,지방중소기업육성자금,석유저장시설안전관리기금,청정대기분야자금",https://www.data.go.kr/data/15060633/openapi.do,금융/경제,전국/기타
4192,XML 한국환경공단_다중이용시설 실내공기질 자동측정망 실시간정보,한국환경공단,2025-07-09,"실내공기질,다중이용시설,자동측정망,미세먼지,이산화탄소,일산화탄소,이산화질소",https://www.data.go.kr/data/15038044/openapi.do,환경/에너지,경기
4193,XML JSON 국방부_육군 장병 확인,국방부,2025-07-09,"육군,장병,확인,장병확인,예비역",https://www.data.go.kr/data/15106254/openapi.do,기타,전국/기타
4194,XML JSON 농림축산식품부_안심식당 정보,농림축산식품부,2025-07-09,"안심식당,코로나19,위생관리,방역수칙,덜어먹기",https://www.data.go.kr/data/15061948/openapi.do,보건/식품,전국/기타
4195,XML 농림축산식품부_지역별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,방역 정보,사육 현황",https://www.data.go.kr/data/15109070/openapi.do,보건/식품,전국/기타
4196,XML 농림축산식품부_업종별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,사육 현황,방역 정보",https://www.data.go.kr/data/15109071/openapi.do,보건/식품,전국/기타
4197,XML 농림축산식품부_축종별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,사육현황,방역정보",https://www.data.go.kr/data/15109072/openapi.do,보건/식품,전국/기타
4198,XML 농림축산식품부_운영상태별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,방역정보,운영상태",https://www.data.go.kr/data/15109073/openapi.do,문화/관광,전국/기타
4199,XML 농림축산식품부_사육규모별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,통계정보,농업통계",https://www.data.go.kr/data/15109074/openapi.do,보건/식품,전국/기타
4200,XML 농림축산식품부_대상질병별 농장 통계 데이터 제공,농림축산식품부,2025-07-09,"축산농장,축산,가축,방역정보,사육현황",https://www.data.go.kr/data/15109075/openapi.do,보건/식품,전국/기타
4201,XML 농림축산식품부_가축 통계 데이터,농림축산식품부,2025-07-09,"가축,사육,통계,축산농장,농장위치",https://www.data.go.kr/data/15109076/openapi.do,보건/식품,전국/기타
4202,XML JSON 농림축산식품부_단위코드,농림축산식품부,2025-07-09,"농식품,단위,코드,유통현황,농산물유통",https://www.data.go.kr/data/15140546/openapi.do,보건/식품,전국/기타
4203,XML JSON 농림축산식품부_품목 코드,농림축산식품부,2025-07-09,"농식품,품목,코드,표준화,농산물유통",https://www.data.go.kr/data/15140565/openapi.do,보건/식품,전국/기타
4204,XML JSON 농림축산식품부_포장 코드,농림축산식품부,2025-07-09,"농식품,포장,코드,표준화,농산물유통",https://www.data.go.kr/data/15140564/openapi.do,보건/식품,전국/기타
4205,XML JSON 농림축산식품부_크기 코드,농림축산식품부,2025-07-09,"농식품,크기,코드,도매시장,농산물유통",https://www.data.go.kr/data/15140563/openapi.do,보건/식품,전국/기타
4206,XML JSON 농림축산식품부_정산가격 기간별 법인별 품목별 총물량 총금액,농림축산식품부,2025-07-09,"농식품,정산가격,기간별,법인코드,농산물유통",https://www.data.go.kr/data/15140562/openapi.do,보건/식품,전국/기타
4207,XML JSON 농림축산식품부_정산가격 기간별 법인별 총물량 총금액,농림축산식품부,2025-07-09,"농식품,정산가격,법인별,도매시장코드,농산물유통",https://www.data.go.kr/data/15140560/openapi.do,보건/식품,전국/기타
4208,XML JSON 농림축산식품부_정산가격 기간별 도매시장별 품목별 총물량 총금액,농림축산식품부,2025-07-09,"농식품,정산가격,도매시장별,품목코드,농산물유통",https://www.data.go.kr/data/15140559/openapi.do,보건/식품,전국/기타
4209,XML JSON 농림축산식품부_정산가격 기간별 도매시장별 총물량 총금액,농림축산식품부,2025-07-09,"농식품,정산가격,도매시장별,총물량,총금액",https://www.data.go.kr/data/15140557/openapi.do,보건/식품,전국/기타
4210,XML JSON 농림축산식품부_도매시장 코드,농림축산식품부,2025-07-09,"농식품,도매시장,코드,농산물유통,시장정보",https://www.data.go.kr/data/15140552/openapi.do,보건/식품,전국/기타
4211,XML JSON 농림축산식품부_등급 코드,농림축산식품부,2025-07-09,"농식품,등급,코드,품목별등급,농산물유통",https://www.data.go.kr/data/15140554/openapi.do,보건/식품,전국/기타
4212,XML JSON 농림축산식품부_법인코드,농림축산식품부,2025-07-09,"농식품,법인,코드,표준화,유통업체",https://www.data.go.kr/data/15140555/openapi.do,보건/식품,전국/기타
4213,XML JSON 농림축산식품부_산지 코드,농림축산식품부,2025-07-09,"농식품,산지,코드,산지명,산지별구분",https://www.data.go.kr/data/15140556/openapi.do,보건/식품,전국/기타
4214,XML JSON 농림축산식품부_도매시장 원천데이터 정산 가격,농림축산식품부,2025-07-09,"농식품,도매시장,원천데이터,법인코드,거래정보",https://www.data.go.kr/data/15140550/openapi.do,보건/식품,전국/기타
4215,XML JSON 농림축산식품부_도매시장 실시간 경락 정보,농림축산식품부,2025-07-09,"농식품,도매시장,실시간,품목단위,거래량",https://www.data.go.kr/data/15140549/openapi.do,보건/식품,전국/기타
4216,JSON 한국무역보험공사_국가목록,한국무역보험공사,2025-07-09,"국가,미국,프랑스,일본,중국,인도,독일,대만",https://www.data.go.kr/data/15144256/openapi.do,산업/고용,전국/기타
4217,XML JSON 농림축산식품부_도매시장 산지공판장 정산 가격,농림축산식품부,2025-07-09,"농식품,도매시장,산지공판장,거래량,품목정보",https://www.data.go.kr/data/15140547/openapi.do,보건/식품,전국/기타
4218,JSON 한국무역보험공사_업종목록,한국무역보험공사,2025-07-09,"농업,임업,어업,광업,금속광업,서비스업,제조업,복제업",https://www.data.go.kr/data/15144258/openapi.do,산업/고용,전국/기타
4219,XML 법제처_맞춤형 행정규칙 조문 목록 조회,법제처,2025-07-09,"국가법령정보센터훈령예규,조문목록,부서맞춤,조항정보,제정개정일자,시행상태,부칙유무,법적근거",https://www.data.go.kr/data/15057499/openapi.do,공공/법률,전국/기타
4220,XML JSON 농림축산식품부_도매시장 정산 가격 정보,농림축산식품부,2025-07-09,"농식품,도매시장,정산 가격,법인정보,거래량",https://www.data.go.kr/data/15140583/openapi.do,보건/식품,전국/기타
4221,JSON 농림축산식품부_스마트팜 데이터 마트 스마트팜 빅데이터 제공 서비스,농림축산식품부,2025-07-09,"스마트팜,빅데이터,데이터 마트,작기정보,농업기술",https://www.data.go.kr/data/15121334/openapi.do,보건/식품,전국/기타
4222,XML JSON 농림축산식품부_스마트팜 데이터 마트 혁신밸리 빅데이터 제공 서비스,농림축산식품부,2025-07-09,"스마트팜,빅데이터,혁신밸리,생육정보,정밀제어",https://www.data.go.kr/data/15121331/openapi.do,보건/식품,전국/기타
4223,JSON 농림축산식품부_스마트팜 데이터 마트 노지 빅데이터 제공 서비스,농림축산식품부,2025-07-09,"스마트팜,빅데이터,노지,생육정보,환경센서",https://www.data.go.kr/data/15121330/openapi.do,보건/식품,전국/기타
4224,XML JSON 국방부_육군 장병 신분증 발급 이력,국방부,2025-07-09,"육군,장병,신분증 발급,신분증,신분증조회",https://www.data.go.kr/data/15106275/openapi.do,기타,전국/기타
4225,XML JSON 농림축산식품부_스마트팜 데이터 마트 축산 빅데이터 제공 서비스,농림축산식품부,2025-07-09,"스마트팜,빅데이터,축산,낙농,분석보고서",https://www.data.go.kr/data/15121328/openapi.do,보건/식품,전국/기타
4226,XML 법제처_자치법규 본문 조회,법제처,2025-07-09,"국가법령정보지자체조례,전문조문,조항기준,조문해설,법령연계,조항구조,시행세칙,개정이력",https://www.data.go.kr/data/15058294/openapi.do,안전/재난,전국/기타
4227,XML JSON 농림축산식품부_스마트팜 데이터 마트 작기별 데이터셋 제공 서비스,농림축산식품부,2025-07-09,"스마트팜,데이터셋,작기별,환경제어,농가데이터",https://www.data.go.kr/data/15121324/openapi.do,금융/경제,전국/기타
4228,XML 법제처_자치법규 목록 조회,법제처,2025-07-09,"국가법령정보지자체조례,조례목록,규칙정보,자치법규분류,제·개정일자,시행현황,법적근거,관리현황",https://www.data.go.kr/data/15057575/openapi.do,공공/법률,전국/기타
4229,XML 법제처_행정심판례 본문 조회,법제처,2025-07-09,"국가법령정보행심권익위원회,행정심판,판례본문,판단기준,적법절차,법리해설,사례분석,구제수단",https://www.data.go.kr/data/15059509/openapi.do,공공/법률,전국/기타
4230,XML 법제처_법령-자치법규 연계현황 조회,법제처,2025-07-09,"자치법규위임조례,조례,연계정보,법령체계,상하위법,법령관리,관계맵핑,법제지원",https://www.data.go.kr/data/15057028/openapi.do,공공/법률,전국/기타
4231,XML JSON 서울특별시_실시간 돌발 정보,서울특별시,2025-07-08,"교통상황,교통량,통제,돌발 정보,돌발",https://www.data.go.kr/data/15058877/openapi.do,교통/물류,서울
