Index,API명,제공기관,수정일자,키워드,상세URL,Category,Region
2633,XML JSON 부산광역시_보건소 검사정보,부산광역시,2025-08-07,"예방,건강,의료,보건,검사",https://www.data.go.kr/data/3076557/openapi.do,보건/식품,부산
2634,XML JSON 부산광역시_대기오염 예경보발령 상황 조회,부산광역시,2025-08-07,"부산광역시,미세먼지,초미세먼지,오존,대기질,경보제,예보제",https://www.data.go.kr/data/15057845/openapi.do,환경/에너지,부산
2635,XML JSON 부산광역시_일본뇌염모기밀도 조사결과 정보,부산광역시,2025-08-07,"모기,일본뇌염,모기밀도,작은빨간집모기,노약자,예방접종,주의보,경보",https://www.data.go.kr/data/15034077/openapi.do,보건/식품,부산
2636,XML JSON 부산광역시_먹는물 공동시설(약수터) 수질검사 결과 정보,부산광역시,2025-08-07,"약수터공동시설수질검사,약수터,먹는물,먹는 물 공동시설,구군별 검사결과,공동시설",https://www.data.go.kr/data/3076459/openapi.do,환경/에너지,부산
2637,XML JSON 부산광역시_하천 수질(자동측정망) 정보,부산광역시,2025-08-07,"부산,하천,수질,자동,측정",https://www.data.go.kr/data/15040628/openapi.do,환경/에너지,부산
2638,JSON 경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,경상북도 구미시,2025-08-06,"가축분뇨,농장,축산,환경,위생 관리",https://www.data.go.kr/data/15097251/openapi.do,환경/에너지,경북
2639,JSON 경상북도 구미시_공동주택 현황,경상북도 구미시,2025-08-06,"공동주택,아파트,빌라,주거환경,부동산",https://www.data.go.kr/data/15097252/openapi.do,부동산/주거,경북
2640,JSON 경상북도 구미시_경로당,경상북도 구미시,2025-08-06,"경로당,노인,휴게소,복지,편의 증진",https://www.data.go.kr/data/15097249/openapi.do,교육/복지,경북
2641,JSON 경상북도 구미시_저수지 현황,경상북도 구미시,2025-08-06,"저수지,연못,수자원,환경,재해 예방",https://www.data.go.kr/data/15097247/openapi.do,환경/에너지,경북
2642,JSON 경상북도 구미시_일반 음식점,경상북도 구미시,2025-08-06,"음식,식당,위생,외식,지역 상권",https://www.data.go.kr/data/15097246/openapi.do,문화/관광,경북
2643,JSON 경상북도 구미시_축산 농가 현황,경상북도 구미시,2025-08-06,"축산,농장,축산업,가축,사육두수",https://www.data.go.kr/data/15097245/openapi.do,산업/고용,경북
2644,JSON 경상북도 구미시_버스 정거장,경상북도 구미시,2025-08-06,"시내버스,정거장,버스,대중교통,교통정책",https://www.data.go.kr/data/15097232/openapi.do,교통/물류,경북
2645,JSON 경상북도 구미시_물가 정보,경상북도 구미시,2025-08-06,"물가,가격,생활,품목,소비자",https://www.data.go.kr/data/15097233/openapi.do,산업/고용,경북
2646,JSON 경상북도 구미시_문화재 정보,경상북도 구미시,2025-08-06,"문화재,유적,역사,문화유산,관광 자원",https://www.data.go.kr/data/15097234/openapi.do,문화/관광,경북
2647,JSON 경상북도 구미시_경찰서 무인카메라 설치 현황,경상북도 구미시,2025-08-06,"무인카메라,신호,과속,경찰서,안전 운전",https://www.data.go.kr/data/15097235/openapi.do,안전/재난,경북
2648,JSON 경상북도 구미시_농경지 용수 공급 시설,경상북도 구미시,2025-08-06,"농업,농업용수,양수시설,농업 기반시설,농업정책",https://www.data.go.kr/data/15097237/openapi.do,산업/고용,경북
2649,JSON 경상북도 구미시_화학 물질 누출 대응 시스템 취급업체,경상북도 구미시,2025-08-06,"화학물질,취급업체,재안,사고 예방,주민 안전",https://www.data.go.kr/data/15097238/openapi.do,안전/재난,경북
2650,JSON 경상북도 구미시_체육시설업 현황,경상북도 구미시,2025-08-06,"체육,운동,여가,체육시설업,체육 진흥",https://www.data.go.kr/data/15097231/openapi.do,문화/관광,경북
2651,JSON 경상북도 구미시_어린이 공원 CCTV,경상북도 구미시,2025-08-06,"어린이공원,안전,CCTV,방범,사각지대 해소",https://www.data.go.kr/data/15097230/openapi.do,문화/관광,경북
2652,JSON 경상북도 구미시_학교 주변 cctv,경상북도 구미시,2025-08-06,"안전,학교,CCTV,방범,등하교 환경",https://www.data.go.kr/data/15097229/openapi.do,환경/에너지,경북
2653,JSON 경상북도 구미시_어린이 보호 구역,경상북도 구미시,2025-08-06,"어린이보호,교통,안전,보호구역,사고 예방",https://www.data.go.kr/data/15097248/openapi.do,교통/물류,경북
2654,JSON 경상북도 구미시_생활 방범 cctv,경상북도 구미시,2025-08-06,"방범,CCTV,안전,범죄 예방,치안 강화",https://www.data.go.kr/data/15097094/openapi.do,안전/재난,경북
2655,JSON 경상북도 구미시_노인 복지 시설 현황,경상북도 구미시,2025-08-06,"노인,복지시설,요양원,공공복지,지역사회",https://www.data.go.kr/data/15097253/openapi.do,교육/복지,경북
2656,JSON 경상북도 구미시_공공와이파이 현황,경상북도 구미시,2025-08-06,"와이파이,데이터,네트워크,공공,무선",https://www.data.go.kr/data/15097250/openapi.do,IT/과학,경북
2657,JSON 경상북도 구미시_버스 노선,경상북도 구미시,2025-08-06,"버스,노선,시내버스,대중교통,이용 편의성",https://www.data.go.kr/data/15097236/openapi.do,교통/물류,경북
2658,"XML JSON 부산광역시_경매전 농산물 잔류농약검사(엄궁, 반여) 서비스",부산광역시,2025-08-06,"안전,식품,유해,채소,과일,검출",https://www.data.go.kr/data/15057968/openapi.do,보건/식품,부산
2659,XML JSON 부산광역시_유통 농산물 잔류농약검사 서비스,부산광역시,2025-08-06,"안전,식품,유해,과일,채소,검출",https://www.data.go.kr/data/15056595/openapi.do,보건/식품,부산
2660,XML JSON 부산광역시_농산물 잔류농약검사 통계 서비스,부산광역시,2025-08-06,"안전,식품,유해,채소,과일",https://www.data.go.kr/data/15056832/openapi.do,보건/식품,부산
2661,XML JSON 부산광역시_대기질 정보 조회,부산광역시,2025-08-06,"실시간대기질,미세먼지,환경,오존,대기환경측정소",https://www.data.go.kr/data/15057173/openapi.do,환경/에너지,부산
2662,XML JSON 한국자산관리공사_체납 압류재산 공매 용도별 지역별 낙찰가율 조회서비스,한국자산관리공사,2025-08-06,"압류재산,용도별,낙찰가율,지역별,감정가격,낙찰가격",https://www.data.go.kr/data/15126398/openapi.do,금융/경제,전국/기타
2663,XML JSON 국토교통부_한국건설기술연구원 교통량 통계 데이터 정보조회서비스,국토교통부,2025-08-06,"차종별,도로 유형별,교통량,원시 데이터,개별 차량",https://www.data.go.kr/data/15097077/openapi.do,교통/물류,전국/기타
2664,XML JSON 국토교통부_한국건설기술연구원 상시/수시 교통량 정보조회서비스,국토교통부,2025-08-06,"도로 종류,교통 데이터,상시 교통량,수시 교통량,도로유형별",https://www.data.go.kr/data/15076407/openapi.do,교통/물류,전국/기타
2665,XML 해양수산부 국립수산물품질관리원_생산단계 수산물 방사능 검사현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,방사능,검사,통계정보,일별,연도별",https://www.data.go.kr/data/15115751/openapi.do,산업/고용,전국/기타
2666,XML 해양수산부 국립수산물품질관리원_수산물 방사능 생산 지역별 안전 현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,방사능,안전현황,안전도,지역별",https://www.data.go.kr/data/15115752/openapi.do,산업/고용,전국/기타
2667,XML 해양수산부 국립수산물품질관리원_수산물수출검사통계,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,수출,검사,품질,위생약정국,이력관리",https://www.data.go.kr/data/3033749/openapi.do,산업/고용,전국/기타
2668,XML 해양수산부 국립수산물품질관리원_수산물수출입검역통계,해양수산부 국립수산물품질관리원,2025-08-06,"수산생물,질병,검역,반출입,현황파악,이력관리",https://www.data.go.kr/data/3033757/openapi.do,보건/식품,전국/기타
2669,XML 해양수산부 국립수산물품질관리원_품질인증수산물(API),해양수산부 국립수산물품질관리원,2025-08-06,"수산물,인증,품질,유통,현황정보,이력관리",https://www.data.go.kr/data/15058693/openapi.do,산업/고용,전국/기타
2670,XML 해양수산부 국립수산물품질관리원_유기인증수산물(API),해양수산부 국립수산물품질관리원,2025-08-06,"수산물,인증,품질,유기수산물,현황정보,유통",https://www.data.go.kr/data/15057367/openapi.do,산업/고용,전국/기타
2671,XML 해양수산부 국립수산물품질관리원_수산물 방사능 조사현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,방사능,국내산,유해물질,세슘,현황정보",https://www.data.go.kr/data/15009422/openapi.do,산업/고용,전국/기타
2672,XML 해양수산부 국립수산물품질관리원_수산물재고동향,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,냉동선어,입출하,재고관리,현황파악,유통",https://www.data.go.kr/data/15001668/openapi.do,산업/고용,전국/기타
2673,XML 해양수산부 국립수산물품질관리원_해외수산물생산위생시설현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,생산,가공,HACCP,공장정보,이력관리,수입",https://www.data.go.kr/data/15058183/openapi.do,보건/식품,전국/기타
2674,XML 해양수산부 국립수산물품질관리원_국내수산물생산위생시설현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,생산,가공,HACCP,공장정보,이력관리",https://www.data.go.kr/data/15057221/openapi.do,보건/식품,전국/기타
2675,XML 해양수산부 국립수산물품질관리원_지리적표시수산물(API),해양수산부 국립수산물품질관리원,2025-08-06,"수산물,인증,품질,지리적 표시,이력관리",https://www.data.go.kr/data/15058281/openapi.do,산업/고용,전국/기타
2676,XML 해양수산부 국립수산물품질관리원_수산물이력제 수산 뉴스 정보,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,수산뉴스,게시판,교육자료",https://www.data.go.kr/data/15116918/openapi.do,산업/고용,전국/기타
2677,XML 해양수산부 국립수산물품질관리원_천일염 생산 및 유통정보,해양수산부 국립수산물품질관리원,2025-08-06,"천일염,소금,이력제,이력관리,유통,업체정보",https://www.data.go.kr/data/15116927/openapi.do,산업/고용,전국/기타
2678,XML 해양수산부 국립수산물품질관리원_국내소금검사통계,해양수산부 국립수산물품질관리원,2025-08-06,"소금,품질,검사,수입,유해물질,안전관리",https://www.data.go.kr/data/15059071/openapi.do,산업/고용,전국/기타
2679,XML 해양수산부 국립수산물품질관리원_수입소금(비식용)검사통계,해양수산부 국립수산물품질관리원,2025-08-06,"소금,품질,검사,비식용,유해물질,안전관리",https://www.data.go.kr/data/15057270/openapi.do,산업/고용,전국/기타
2680,XML 해양수산부 국립수산물품질관리원_수산물이력제 등록업체 현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,등록업체,업체정보,유통,현황정보",https://www.data.go.kr/data/15130186/openapi.do,산업/고용,전국/기타
2681,XML 해양수산부 국립수산물품질관리원_매체별 이력 조회 현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,매체별 이력,유통,현황정보,통계정보",https://www.data.go.kr/data/15130187/openapi.do,산업/고용,전국/기타
2682,XML 해양수산부 국립수산물품질관리원_등록업체별 품목 현황,해양수산부 국립수산물품질관리원,2025-08-06,"수산물이력제,등록업체,품목현황,업체정보,유통,현황정보",https://www.data.go.kr/data/15130188/openapi.do,산업/고용,전국/기타
2683,XML 해양수산부 국립수산물품질관리원_우리수산물 구분법,해양수산부 국립수산물품질관리원,2025-08-06,"수산물이력제,우리수산물,구분법,수산물정보,유통,원산지",https://www.data.go.kr/data/15130190/openapi.do,산업/고용,전국/기타
2684,XML 해양수산부 국립수산물품질관리원_천일염이력제 게시글 정보,해양수산부 국립수산물품질관리원,2025-08-06,"천일염,이력제,게시글,텍스트,공지사항,이벤트",https://www.data.go.kr/data/15130259/openapi.do,산업/고용,전국/기타
2685,XML 해양수산부 국립수산물품질관리원_천일염이력제 대형소분유통업체 상품생산 현황,해양수산부 국립수산물품질관리원,2025-08-06,"천일염,이력제,대형소분 상품생산현황,업체정보,생산량,유통",https://www.data.go.kr/data/15130261/openapi.do,산업/고용,전국/기타
2686,XML 해양수산부 국립수산물품질관리원_천일염이력제 대형소분유통업체 상품정보,해양수산부 국립수산물품질관리원,2025-08-06,"천일염,이력제,소분현황,업체정보,상품정보,유통",https://www.data.go.kr/data/15130260/openapi.do,산업/고용,전국/기타
2687,XML 해양수산부 국립수산물품질관리원_수산물이력제 기본정보제공서비스 이력조회,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,이력조회,유통,업체정보",https://www.data.go.kr/data/15142447/openapi.do,산업/고용,전국/기타
2688,XML 해양수산부 국립수산물품질관리원_수산물이력제 기본정보제공서비스 품목코드조회,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,품목코드 조회,유통,품목정보",https://www.data.go.kr/data/15142294/openapi.do,산업/고용,전국/기타
2689,XML 해양수산부 국립수산물품질관리원_수산물이력제 기본정보제공서비스 품목별이력조회,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,품목별 이력조회,유통,품목정보",https://www.data.go.kr/data/15142448/openapi.do,산업/고용,전국/기타
2690,XML 해양수산부 국립수산물품질관리원_수산물이력제 기본정보제공서비스 상품별 이력번호 조회,해양수산부 국립수산물품질관리원,2025-08-06,"수산물,이력제,상품별 이력번호 조,유통,상품정보",https://www.data.go.kr/data/15142449/openapi.do,산업/고용,전국/기타
